,Date,Close
1095,2022-11-24,1203.983154296875
1096,2022-11-25,1198.9259033203125
1097,2022-11-26,1205.89794921875
1098,2022-11-27,1195.126953125
1099,2022-11-28,1170.086181640625
1100,2022-11-29,1216.9012451171875
1101,2022-11-30,1295.6885986328125
1102,2022-12-01,1276.27392578125
1103,2022-12-02,1294.3033447265625
1104,2022-12-03,1243.3348388671875
1105,2022-12-04,1280.256591796875
1106,2022-12-05,1259.6767578125
1107,2022-12-06,1271.65380859375
1108,2022-12-07,1232.4375
1109,2022-12-08,1281.1163330078125
1110,2022-12-09,1264.2847900390625
1111,2022-12-10,1266.3841552734375
1112,2022-12-11,1263.8685302734375
1113,2022-12-12,1274.6190185546875
1114,2022-12-13,1320.5491943359375
1115,2022-12-14,1309.3287353515625
1116,2022-12-15,1266.3538818359375
1117,2022-12-16,1168.2593994140625
1118,2022-12-17,1188.1495361328125
1119,2022-12-18,1184.7152099609375
1120,2022-12-19,1167.60986328125
1121,2022-12-20,1217.70361328125
1122,2022-12-21,1213.5999755859375
1123,2022-12-22,1218.18212890625
1124,2022-12-23,1220.159423828125
1125,2022-12-24,1221.1485595703125
1126,2022-12-25,1218.9620361328125
1127,2022-12-26,1226.974365234375
1128,2022-12-27,1212.7916259765625
1129,2022-12-28,1189.986083984375
1130,2022-12-29,1201.5953369140625
1131,2022-12-30,1199.2327880859375
1132,2022-12-31,1196.771240234375
1133,2023-01-01,1200.96484375
1134,2023-01-02,1214.6566162109375
1135,2023-01-03,1214.77880859375
1136,2023-01-04,1256.526611328125
1137,2023-01-05,1250.4385986328125
1138,2023-01-06,1269.3790283203125
1139,2023-01-07,1264.2703857421875
1140,2023-01-08,1287.3594970703125
1141,2023-01-09,1321.5389404296875
1142,2023-01-10,1336.5860595703125
1143,2023-01-11,1387.9327392578125
1144,2023-01-12,1417.9384765625
1145,2023-01-13,1451.6148681640625
1146,2023-01-14,1550.7069091796875
1147,2023-01-15,1552.4794921875
1148,2023-01-16,1576.83349609375
1149,2023-01-17,1567.8460693359375
1150,2023-01-18,1515.5069580078125
1151,2023-01-19,1552.5565185546875
1152,2023-01-20,1659.754150390625
1153,2023-01-21,1627.1181640625
1154,2023-01-22,1628.382080078125
1155,2023-01-23,1628.2510986328125
1156,2023-01-24,1556.604248046875
1157,2023-01-25,1611.7110595703125
1158,2023-01-26,1603.10595703125
1159,2023-01-27,1598.156494140625
1160,2023-01-28,1572.43505859375
1161,2023-01-29,1646.1556396484375
1162,2023-01-30,1567.3265380859375
1163,2023-01-31,1586.535400390625
1164,2023-02-01,1641.792724609375
1165,2023-02-02,1643.2415771484375
1166,2023-02-03,1664.74560546875
1167,2023-02-04,1667.0592041015625
1168,2023-02-05,1631.6458740234375
1169,2023-02-06,1616.2470703125
1170,2023-02-07,1672.0035400390625
1171,2023-02-08,1650.716796875
1172,2023-02-09,1546.438232421875
1173,2023-02-10,1514.869140625
1174,2023-02-11,1539.9267578125
1175,2023-02-12,1515.03369140625
1176,2023-02-13,1507.1658935546875
1177,2023-02-14,1556.8751220703125
1178,2023-02-15,1673.7459716796875
1179,2023-02-16,1640.067626953125
1180,2023-02-17,1694.7833251953125
1181,2023-02-18,1691.8194580078125
1182,2023-02-19,1681.4361572265625
1183,2023-02-20,1702.6751708984375
1184,2023-02-21,1658.036376953125
1185,2023-02-22,1643.231689453125
1186,2023-02-23,1651.0738525390625
1187,2023-02-24,1608.3731689453125
1188,2023-02-25,1594.9149169921875
1189,2023-02-26,1640.817138671875
1190,2023-02-27,1634.326416015625
1191,2023-02-28,1605.8951416015625
1192,2023-03-01,1663.4337158203125
1193,2023-03-02,1647.3193359375
1194,2023-03-03,1569.1676025390625
1195,2023-03-04,1566.9239501953125
1196,2023-03-05,1564.46875
1197,2023-03-06,1567.398681640625
1198,2023-03-07,1561.93310546875
1199,2023-03-08,1534.0882568359375
1200,2023-03-09,1438.6607666015625
1201,2023-03-10,1429.1580810546875
1202,2023-03-11,1482.61669921875
1203,2023-03-12,1590.29296875
1204,2023-03-13,1680.3089599609375
1205,2023-03-14,1703.507080078125
1206,2023-03-15,1656.1805419921875
1207,2023-03-16,1677.2154541015625
1208,2023-03-17,1792.485107421875
1209,2023-03-18,1761.65966796875
1210,2023-03-19,1785.5765380859375
1211,2023-03-20,1735.3212890625
1212,2023-03-21,1806.7607421875
1213,2023-03-22,1737.717041015625
1214,2023-03-23,1816.4051513671875
1215,2023-03-24,1752.0447998046875
1216,2023-03-25,1743.7647705078125
1217,2023-03-26,1775.6767578125
1218,2023-03-27,1715.4608154296875
1219,2023-03-28,1772.78564453125
1220,2023-03-29,1793.0018310546875
1221,2023-03-30,1792.7371826171875
1222,2023-03-31,1822.0220947265625
1223,2023-04-01,1813.860595703125
1224,2023-04-02,1795.7081298828125
1225,2023-04-03,1810.297119140625
1226,2023-04-04,1871.005126953125
1227,2023-04-05,1909.114013671875
1228,2023-04-06,1872.922607421875
1229,2023-04-07,1865.6361083984375
1230,2023-04-08,1849.4981689453125
1231,2023-04-09,1859.3878173828125
1232,2023-04-10,1911.20751953125
1233,2023-04-11,1892.189697265625
1234,2023-04-12,1920.68212890625
1235,2023-04-13,2012.6346435546875
1236,2023-04-14,2101.635498046875
1237,2023-04-15,2092.466796875
1238,2023-04-16,2120.005859375
1239,2023-04-17,2076.242919921875
1240,2023-04-18,2104.537353515625
1241,2023-04-19,1936.4034423828125
1242,2023-04-20,1943.09765625
1243,2023-04-21,1849.9998779296875
1244,2023-04-22,1874.2286376953125
1245,2023-04-23,1862.06201171875
1246,2023-04-24,1842.7574462890625
1247,2023-04-25,1866.753662109375
1248,2023-04-26,1866.564208984375
1249,2023-04-27,1908.786376953125
1250,2023-04-28,1892.5128173828125
1251,2023-04-29,1908.9169921875
1252,2023-04-30,1876.92431640625
1253,2023-05-01,1831.954833984375
1254,2023-05-02,1870.789306640625
1255,2023-05-03,1904.65185546875
1256,2023-05-04,1877.7041015625
1257,2023-05-05,1995.0609130859375
1258,2023-05-06,1900.2218017578125
1259,2023-05-07,1873.076416015625
1260,2023-05-08,1849.042724609375
1261,2023-05-09,1848.6031494140625
1262,2023-05-10,1842.4014892578125
1263,2023-05-11,1796.4906005859375
1264,2023-05-12,1808.019775390625
1265,2023-05-13,1796.1148681640625
1266,2023-05-14,1800.5009765625
1267,2023-05-15,1817.5499267578125
1268,2023-05-16,1824.1214599609375
1269,2023-05-17,1821.859619140625
1270,2023-05-18,1801.728515625
1271,2023-05-19,1812.5894775390625
1272,2023-05-20,1820.47802734375
1273,2023-05-21,1804.5313720703125
1274,2023-05-22,1817.5347900390625
1275,2023-05-23,1854.380615234375
1276,2023-05-24,1800.0999755859375
1277,2023-05-25,1805.9537353515625
1278,2023-05-26,1828.689697265625
1279,2023-05-27,1831.1182861328125
1280,2023-05-28,1910.9141845703125
1281,2023-05-29,1893.078125
1282,2023-05-30,1901.026611328125
1283,2023-05-31,1874.1304931640625
1284,2023-06-01,1862.201416015625
1285,2023-06-02,1907.256591796875
1286,2023-06-03,1892.4124755859375
1287,2023-06-04,1890.5135498046875
1288,2023-06-05,1811.828369140625
1289,2023-06-06,1884.494873046875
1290,2023-06-07,1832.39599609375
1291,2023-06-08,1846.3018798828125
1292,2023-06-09,1840.2252197265625
1293,2023-06-10,1752.384765625
1294,2023-06-11,1753.415283203125
1295,2023-06-12,1742.5286865234375
1296,2023-06-13,1739.03759765625
1297,2023-06-14,1650.519287109375
1298,2023-06-15,1665.519775390625
1299,2023-06-16,1716.6688232421875
1300,2023-06-17,1727.2041015625
1301,2023-06-18,1720.5775146484375
1302,2023-06-19,1737.659423828125
1303,2023-06-20,1792.1199951171875
1304,2023-06-21,1891.0072021484375
1305,2023-06-22,1872.9429931640625
1306,2023-06-23,1892.862060546875
1307,2023-06-24,1876.0596923828125
1308,2023-06-25,1900.506103515625
1309,2023-06-26,1859.432861328125
1310,2023-06-27,1889.703369140625
1311,2023-06-28,1827.97119140625
1312,2023-06-29,1852.227294921875
1313,2023-06-30,1933.18896484375
1314,2023-07-01,1924.56591796875
1315,2023-07-02,1937.4383544921875
1316,2023-07-03,1955.38916015625
1317,2023-07-04,1936.633544921875
1318,2023-07-05,1910.5880126953125
1319,2023-07-06,1848.636474609375
1320,2023-07-07,1870.6025390625
1321,2023-07-08,1865.53955078125
1322,2023-07-09,1863.009765625
1323,2023-07-10,1880.556396484375
1324,2023-07-11,1878.3360595703125
1325,2023-07-12,1872.11376953125
1326,2023-07-13,2006.511474609375
1327,2023-07-14,1939.3470458984375
1328,2023-07-15,1931.466552734375
1329,2023-07-16,1923.681884765625
1330,2023-07-17,1911.6461181640625
1331,2023-07-18,1897.5992431640625
1332,2023-07-19,1889.0079345703125
1333,2023-07-20,1890.9691162109375
1334,2023-07-21,1892.080078125
1335,2023-07-22,1864.912353515625
1336,2023-07-23,1889.191650390625
1337,2023-07-24,1850.0020751953125
1338,2023-07-25,1857.741943359375
1339,2023-07-26,1872.159912109375
1340,2023-07-27,1860.357177734375
1341,2023-07-28,1874.744873046875
1342,2023-07-29,1881.06884765625
1343,2023-07-30,1861.643798828125
1344,2023-07-31,1856.162353515625
1345,2023-08-01,1871.7921142578125
1346,2023-08-02,1839.0897216796875
1347,2023-08-03,1835.136474609375
1348,2023-08-04,1827.712890625
1349,2023-08-05,1834.9879150390625
1350,2023-08-06,1827.4620361328125
1351,2023-08-07,1826.9388427734375
1352,2023-08-08,1855.807373046875
1353,2023-08-09,1854.297607421875
1354,2023-08-10,1850.75341796875
1355,2023-08-11,1847.1243896484375
1356,2023-08-12,1848.889892578125
1357,2023-08-13,1839.2801513671875
1358,2023-08-14,1844.185791015625
1359,2023-08-15,1826.9327392578125
1360,2023-08-16,1805.6590576171875
1361,2023-08-17,1684.9334716796875
1362,2023-08-18,1660.945068359375
1363,2023-08-19,1669.471923828125
1364,2023-08-20,1684.85205078125
1365,2023-08-21,1667.26904296875
1366,2023-08-22,1633.892578125
1367,2023-08-23,1679.2744140625
1368,2023-08-24,1659.944580078125
1369,2023-08-25,1652.93505859375
1370,2023-08-26,1646.3067626953125
1371,2023-08-27,1657.5130615234375
1372,2023-08-28,1652.4573974609375
1373,2023-08-29,1729.7257080078125
1374,2023-08-30,1705.1121826171875
1375,2023-08-31,1645.63916015625
1376,2023-09-01,1628.4912109375
1377,2023-09-02,1637.025390625
1378,2023-09-03,1636.11767578125
1379,2023-09-04,1629.6552734375
1380,2023-09-05,1633.62939453125
1381,2023-09-06,1632.2523193359375
1382,2023-09-07,1647.5982666015625
1383,2023-09-08,1636.1378173828125
1384,2023-09-09,1635.162353515625
1385,2023-09-10,1616.828857421875
1386,2023-09-11,1551.6376953125
1387,2023-09-12,1592.429443359375
1388,2023-09-13,1607.988525390625
1389,2023-09-14,1626.974365234375
1390,2023-09-15,1641.640380859375
1391,2023-09-16,1635.2216796875
1392,2023-09-17,1622.896728515625
1393,2023-09-18,1637.3470458984375
1394,2023-09-19,1643.544677734375
1395,2023-09-20,1622.890625
1396,2023-09-21,1584.3070068359375
1397,2023-09-22,1593.268310546875
1398,2023-09-23,1593.8577880859375
1399,2023-09-24,1580.8533935546875
1400,2023-09-25,1588.3228759765625
1401,2023-09-26,1593.417236328125
1402,2023-09-27,1597.4912109375
1403,2023-09-28,1652.8826904296875
1404,2023-09-29,1667.94384765625
1405,2023-09-30,1671.161865234375
1406,2023-10-01,1733.8104248046875
1407,2023-10-02,1663.6275634765625
1408,2023-10-03,1656.6856689453125
1409,2023-10-04,1647.838134765625
1410,2023-10-05,1611.4764404296875
1411,2023-10-06,1645.83154296875
1412,2023-10-07,1634.51123046875
1413,2023-10-08,1633.548583984375
1414,2023-10-09,1579.806640625
1415,2023-10-10,1567.7130126953125
1416,2023-10-11,1566.2547607421875
1417,2023-10-12,1539.6124267578125
1418,2023-10-13,1552.0894775390625
1419,2023-10-14,1555.2568359375
1420,2023-10-15,1558.06982421875
1421,2023-10-16,1600.5343017578125
1422,2023-10-17,1565.4395751953125
1423,2023-10-18,1563.7498779296875
1424,2023-10-19,1567.45703125
1425,2023-10-20,1604.6668701171875
1426,2023-10-21,1629.304443359375
1427,2023-10-22,1663.429931640625
1428,2023-10-23,1765.3826904296875
1429,2023-10-24,1784.4375
1430,2023-10-25,1787.3975830078125
1431,2023-10-26,1804.039306640625
1432,2023-10-27,1780.0452880859375
1433,2023-10-28,1776.6181640625
1434,2023-10-29,1795.5460205078125
1435,2023-10-30,1810.088623046875
1436,2023-10-31,1816.458984375
1437,2023-11-01,1847.0897216796875
1438,2023-11-02,1800.6209716796875
1439,2023-11-03,1832.795166015625
1440,2023-11-04,1857.6986083984375
1441,2023-11-05,1894.15771484375
1442,2023-11-06,1899.83740234375
1443,2023-11-07,1888.124267578125
1444,2023-11-08,1889.3223876953125
1445,2023-11-09,2120.56103515625
1446,2023-11-10,2078.289794921875
1447,2023-11-11,2052.7138671875
1448,2023-11-12,2045.18701171875
1449,2023-11-13,2055.265380859375
1450,2023-11-14,1979.0526123046875
1451,2023-11-15,2060.408447265625
1452,2023-11-16,1960.881591796875
1453,2023-11-17,1961.28076171875
1454,2023-11-18,1963.2850341796875
1455,2023-11-19,2013.2044677734375
1456,2023-11-20,2022.2391357421875
1457,2023-11-21,1937.0667724609375
1458,2023-11-22,2064.42529296875
1459,2023-11-23,2062.210693359375
