,Date,Close
1095,2022-11-24,16604.46484375
1096,2022-11-25,16521.841796875
1097,2022-11-26,16464.28125
1098,2022-11-27,16444.626953125
1099,2022-11-28,16217.322265625
1100,2022-11-29,16444.982421875
1101,2022-11-30,17168.56640625
1102,2022-12-01,16967.1328125
1103,2022-12-02,17088.66015625
1104,2022-12-03,16908.236328125
1105,2022-12-04,17130.486328125
1106,2022-12-05,16974.826171875
1107,2022-12-06,17089.50390625
1108,2022-12-07,16848.126953125
1109,2022-12-08,17233.474609375
1110,2022-12-09,17133.15234375
1111,2022-12-10,17128.724609375
1112,2022-12-11,17104.193359375
1113,2022-12-12,17206.4375
1114,2022-12-13,17781.318359375
1115,2022-12-14,17815.650390625
1116,2022-12-15,17364.865234375
1117,2022-12-16,16647.484375
1118,2022-12-17,16795.091796875
1119,2022-12-18,16757.9765625
1120,2022-12-19,16439.6796875
1121,2022-12-20,16906.3046875
1122,2022-12-21,16817.53515625
1123,2022-12-22,16830.341796875
1124,2022-12-23,16796.953125
1125,2022-12-24,16847.755859375
1126,2022-12-25,16841.986328125
1127,2022-12-26,16919.8046875
1128,2022-12-27,16717.173828125
1129,2022-12-28,16552.572265625
1130,2022-12-29,16642.341796875
1131,2022-12-30,16602.5859375
1132,2022-12-31,16547.49609375
1133,2023-01-01,16625.080078125
1134,2023-01-02,16688.470703125
1135,2023-01-03,16679.857421875
1136,2023-01-04,16863.23828125
1137,2023-01-05,16836.736328125
1138,2023-01-06,16951.96875
1139,2023-01-07,16955.078125
1140,2023-01-08,17091.14453125
1141,2023-01-09,17196.5546875
1142,2023-01-10,17446.29296875
1143,2023-01-11,17934.896484375
1144,2023-01-12,18869.587890625
1145,2023-01-13,19909.57421875
1146,2023-01-14,20976.298828125
1147,2023-01-15,20880.798828125
1148,2023-01-16,21169.6328125
1149,2023-01-17,21161.51953125
1150,2023-01-18,20688.78125
1151,2023-01-19,21086.79296875
1152,2023-01-20,22676.552734375
1153,2023-01-21,22777.625
1154,2023-01-22,22720.416015625
1155,2023-01-23,22934.431640625
1156,2023-01-24,22636.46875
1157,2023-01-25,23117.859375
1158,2023-01-26,23032.77734375
1159,2023-01-27,23078.728515625
1160,2023-01-28,23031.08984375
1161,2023-01-29,23774.56640625
1162,2023-01-30,22840.138671875
1163,2023-01-31,23139.283203125
1164,2023-02-01,23723.76953125
1165,2023-02-02,23471.87109375
1166,2023-02-03,23449.322265625
1167,2023-02-04,23331.84765625
1168,2023-02-05,22955.666015625
1169,2023-02-06,22760.109375
1170,2023-02-07,23264.291015625
1171,2023-02-08,22939.3984375
1172,2023-02-09,21819.0390625
1173,2023-02-10,21651.18359375
1174,2023-02-11,21870.875
1175,2023-02-12,21788.203125
1176,2023-02-13,21808.1015625
1177,2023-02-14,22220.8046875
1178,2023-02-15,24307.841796875
1179,2023-02-16,23623.474609375
1180,2023-02-17,24565.6015625
1181,2023-02-18,24641.27734375
1182,2023-02-19,24327.642578125
1183,2023-02-20,24829.1484375
1184,2023-02-21,24436.353515625
1185,2023-02-22,24188.84375
1186,2023-02-23,23947.4921875
1187,2023-02-24,23198.126953125
1188,2023-02-25,23175.375
1189,2023-02-26,23561.212890625
1190,2023-02-27,23522.87109375
1191,2023-02-28,23147.353515625
1192,2023-03-01,23646.55078125
1193,2023-03-02,23475.466796875
1194,2023-03-03,22362.6796875
